Bridge_ID,Location,Age (years),Material,Length (m),Width (m),Height (m),Traffic_Volume (vehicles/day),Weather_Conditions,Water_Flow_Rate (m³/s),Maintenance_History,Stress (MPa),Strain (%),Tensile_Strength (MPa),Rainfall (mm),Material_Composition,Bridge_Design,Construction_Quality,Temperature (°C),Humidity (%),Collapse_Status
2418,Region_3,23,Wood,521.3621362,15.87758776,31.75517552,2493.069307,Snowy,1208.620862,14-08-2016,24.17241724,2.417241724,393.3793379,120.8620862,"Concrete 80%, Wood 20%",Truss,Good,-10.66206621,24.17241724,Standing
2419,Region_4,11,Steel,521.5571557,15.88208821,31.76417642,2494.059406,Cloudy,1209.120912,15-08-2016,24.18241824,2.418241824,393.4593459,120.9120912,"Steel 70%, Concrete 30%",Arch,Good,-10.65406541,24.18241824,Standing
2420,Region_5,22,Concrete,521.7521752,15.88658866,31.77317732,2495.049505,Windy,1209.620962,16-08-2016,24.19241924,2.419241924,393.5393539,120.9620962,"Concrete 80%, Wood 20%",Beam,Good,-10.64606461,24.19241924,Standing
2421,Region_1,10,Wood,521.9471947,15.89108911,31.78217822,2496.039604,Rainy,1210.121012,17-08-2016,24.20242024,2.420242024,393.6193619,121.0121012,"Concrete 80%, Wood 20%",Truss,Good,-10.63806381,24.20242024,Standing
2422,Region_2,49,Steel,522.1422142,15.89558956,31.79117912,2497.029703,Sunny,1210.621062,18-08-2016,24.21242124,2.421242124,393.6993699,121.0621062,"Steel 70%, Concrete 30%",Arch,Good,-10.63006301,24.21242124,Standing
2423,Region_3,6,Concrete,522.3372337,15.90009001,31.80018002,2498.019802,Snowy,1211.121112,19-08-2016,24.22242224,2.422242224,393.7793779,121.1121112,"Concrete 80%, Wood 20%",Beam,Good,-10.62206221,24.22242224,Standing
2424,Region_4,43,Wood,522.5322532,15.90459046,31.80918092,2499.009901,Cloudy,1211.621162,20-08-2016,24.23242324,2.423242324,393.8593859,121.1621162,"Concrete 80%, Wood 20%",Truss,Good,-10.61406141,24.23242324,Standing
2425,Region_5,32,Steel,522.7272727,15.90909091,31.81818182,2500,Windy,1212.121212,21-08-2016,24.24242424,2.424242424,393.9393939,121.2121212,"Steel 70%, Concrete 30%",Arch,Good,-10.60606061,24.24242424,Standing
2426,Region_1,12,Concrete,522.9222922,15.91359136,31.82718272,2500.990099,Rainy,1212.621262,22-08-2016,24.25242524,2.425242524,394.0194019,121.2621262,"Concrete 80%, Wood 20%",Beam,Good,-10.59805981,24.25242524,Standing
2427,Region_2,11,Wood,523.1173117,15.91809181,31.83618362,2501.980198,Sunny,1213.121312,23-08-2016,24.26242624,2.426242624,394.0994099,121.3121312,"Concrete 80%, Wood 20%",Truss,Good,-10.59005901,24.26242624,Standing
2428,Region_3,29,Steel,523.3123312,15.92259226,31.84518452,2502.970297,Snowy,1213.621362,24-08-2016,24.27242724,2.427242724,394.1794179,121.3621362,"Steel 70%, Concrete 30%",Arch,Good,-10.58205821,24.27242724,Standing
2429,Region_4,34,Concrete,523.5073507,15.92709271,31.85418542,2503.960396,Cloudy,1214.121412,25-08-2016,24.28242824,2.428242824,394.2594259,121.4121412,"Concrete 80%, Wood 20%",Beam,Good,-10.57405741,24.28242824,Standing
2430,Region_5,3,Wood,523.7023702,15.93159316,31.86318632,2504.950495,Windy,1214.621462,26-08-2016,24.29242924,2.429242924,394.3394339,121.4621462,"Concrete 80%, Wood 20%",Truss,Good,-10.56605661,24.29242924,Standing
2431,Region_1,26,Steel,523.8973897,15.93609361,31.87218722,2505.940594,Rainy,1215.121512,27-08-2016,24.30243024,2.430243024,394.4194419,121.5121512,"Steel 70%, Concrete 30%",Arch,Good,-10.55805581,24.30243024,Standing
2432,Region_2,34,Concrete,524.0924092,15.94059406,31.88118812,2506.930693,Sunny,1215.621562,28-08-2016,24.31243124,2.431243124,394.4994499,121.5621562,"Concrete 80%, Wood 20%",Beam,Good,-10.55005501,24.31243124,Standing
2433,Region_3,19,Wood,524.2874287,15.94509451,31.89018902,2507.920792,Snowy,1216.121612,29-08-2016,24.32243224,2.432243224,394.5794579,121.6121612,"Concrete 80%, Wood 20%",Truss,Good,-10.54205421,24.32243224,Standing
2434,Region_4,14,Steel,524.4824482,15.94959496,31.89918992,2508.910891,Cloudy,1216.621662,30-08-2016,24.33243324,2.433243324,394.6594659,121.6621662,"Steel 70%, Concrete 30%",Arch,Good,-10.53405341,24.33243324,Standing
2435,Region_5,8,Concrete,524.6774677,15.95409541,31.90819082,2509.90099,Windy,1217.121712,31-08-2016,24.34243424,2.434243424,394.7394739,121.7121712,"Concrete 80%, Wood 20%",Beam,Good,-10.52605261,24.34243424,Standing
2436,Region_1,37,Wood,524.8724872,15.95859586,31.91719172,2510.891089,Rainy,1217.621762,01-09-2016,24.35243524,2.435243524,394.8194819,121.7621762,"Concrete 80%, Wood 20%",Truss,Good,-10.51805181,24.35243524,Standing
2437,Region_2,8,Steel,525.0675068,15.96309631,31.92619262,2511.881188,Sunny,1218.121812,02-09-2016,24.36243624,2.436243624,394.8994899,121.8121812,"Steel 70%, Concrete 30%",Arch,Good,-10.51005101,24.36243624,Standing
2438,Region_3,15,Concrete,525.2625263,15.96759676,31.93519352,2512.871287,Snowy,1218.621862,03-09-2016,24.37243724,2.437243724,394.9794979,121.8621862,"Concrete 80%, Wood 20%",Beam,Good,-10.50205021,24.37243724,Standing
2439,Region_4,23,Wood,525.4575458,15.97209721,31.94419442,2513.861386,Cloudy,1219.121912,04-09-2016,24.38243824,2.438243824,395.059506,121.9121912,"Concrete 80%, Wood 20%",Truss,Good,-10.4940494,24.38243824,Standing
2440,Region_5,34,Steel,525.6525653,15.97659766,31.95319532,2514.851485,Windy,1219.621962,05-09-2016,24.39243924,2.439243924,395.139514,121.9621962,"Steel 70%, Concrete 30%",Arch,Good,-10.4860486,24.39243924,Standing
2441,Region_1,20,Concrete,525.8475848,15.98109811,31.96219622,2515.841584,Rainy,1220.122012,06-09-2016,24.40244024,2.440244024,395.219522,122.0122012,"Concrete 80%, Wood 20%",Beam,Good,-10.4780478,24.40244024,Standing
2442,Region_2,43,Wood,526.0426043,15.98559856,31.97119712,2516.831683,Sunny,1220.622062,07-09-2016,24.41244124,2.441244124,395.29953,122.0622062,"Concrete 80%, Wood 20%",Truss,Good,-10.470047,24.41244124,Standing
2443,Region_3,44,Steel,526.2376238,15.99009901,31.98019802,2517.821782,Snowy,1221.122112,08-09-2016,24.42244224,2.442244224,395.379538,122.1122112,"Steel 70%, Concrete 30%",Arch,Good,-10.4620462,24.42244224,Standing
2444,Region_4,6,Concrete,526.4326433,15.99459946,31.98919892,2518.811881,Cloudy,1221.622162,09-09-2016,24.43244324,2.443244324,395.459546,122.1622162,"Concrete 80%, Wood 20%",Beam,Good,-10.4540454,24.43244324,Standing
2445,Region_5,32,Wood,526.6276628,15.99909991,31.99819982,2519.80198,Windy,1222.122212,10-09-2016,24.44244424,2.444244424,395.539554,122.2122212,"Concrete 80%, Wood 20%",Truss,Good,-10.4460446,24.44244424,Standing
2446,Region_1,8,Steel,526.8226823,16.00360036,32.00720072,2520.792079,Rainy,1222.622262,11-09-2016,24.45244524,2.445244524,395.619562,122.2622262,"Steel 70%, Concrete 30%",Arch,Good,-10.4380438,24.45244524,Standing
2447,Region_2,10,Concrete,527.0177018,16.00810081,32.01620162,2521.782178,Sunny,1223.122312,12-09-2016,24.46244624,2.446244624,395.69957,122.3122312,"Concrete 80%, Wood 20%",Beam,Good,-10.430043,24.46244624,Standing
2448,Region_3,21,Wood,527.2127213,16.01260126,32.02520252,2522.772277,Snowy,1223.622362,13-09-2016,24.47244724,2.447244724,395.779578,122.3622362,"Concrete 80%, Wood 20%",Truss,Good,-10.4220422,24.47244724,Standing
2449,Region_4,18,Steel,527.4077408,16.01710171,32.03420342,2523.762376,Cloudy,1224.122412,14-09-2016,24.48244824,2.448244824,395.859586,122.4122412,"Steel 70%, Concrete 30%",Arch,Good,-10.4140414,24.48244824,Standing
2450,Region_5,8,Concrete,527.6027603,16.02160216,32.04320432,2524.752475,Windy,1224.622462,15-09-2016,24.49244924,2.449244924,395.939594,122.4622462,"Concrete 80%, Wood 20%",Beam,Good,-10.4060406,24.49244924,Standing
2451,Region_1,11,Wood,527.7977798,16.02610261,32.05220522,2525.742574,Rainy,1225.122512,16-09-2016,24.50245025,2.450245025,396.019602,122.5122512,"Concrete 80%, Wood 20%",Truss,Good,-10.3980398,24.50245025,Standing
2452,Region_2,4,Steel,527.9927993,16.03060306,32.06120612,2526.732673,Sunny,1225.622562,17-09-2016,24.51245125,2.451245125,396.09961,122.5622562,"Steel 70%, Concrete 30%",Arch,Good,-10.390039,24.51245125,Standing
2453,Region_3,4,Concrete,528.1878188,16.03510351,32.07020702,2527.722772,Snowy,1226.122612,18-09-2016,24.52245225,2.452245225,396.179618,122.6122612,"Concrete 80%, Wood 20%",Beam,Good,-10.3820382,24.52245225,Standing
2454,Region_4,11,Wood,528.3828383,16.03960396,32.07920792,2528.712871,Cloudy,1226.622662,19-09-2016,24.53245325,2.453245325,396.259626,122.6622662,"Concrete 80%, Wood 20%",Truss,Good,-10.3740374,24.53245325,Standing
2455,Region_5,5,Steel,528.5778578,16.04410441,32.08820882,2529.70297,Windy,1227.122712,20-09-2016,24.54245425,2.454245425,396.339634,122.7122712,"Steel 70%, Concrete 30%",Arch,Good,-10.3660366,24.54245425,Standing
2456,Region_1,1,Concrete,528.7728773,16.04860486,32.09720972,2530.693069,Rainy,1227.622762,21-09-2016,24.55245525,2.455245525,396.419642,122.7622762,"Concrete 80%, Wood 20%",Beam,Good,-10.3580358,24.55245525,Standing
2457,Region_2,12,Wood,528.9678968,16.05310531,32.10621062,2531.683168,Sunny,1228.122812,22-09-2016,24.56245625,2.456245625,396.49965,122.8122812,"Concrete 80%, Wood 20%",Truss,Good,-10.350035,24.56245625,Standing
2458,Region_3,40,Steel,529.1629163,16.05760576,32.11521152,2532.673267,Snowy,1228.622862,23-09-2016,24.57245725,2.457245725,396.579658,122.8622862,"Steel 70%, Concrete 30%",Arch,Good,-10.3420342,24.57245725,Standing
2459,Region_4,36,Concrete,529.3579358,16.06210621,32.12421242,2533.663366,Cloudy,1229.122912,24-09-2016,24.58245825,2.458245825,396.659666,122.9122912,"Concrete 80%, Wood 20%",Beam,Good,-10.3340334,24.58245825,Standing
2460,Region_5,19,Wood,529.5529553,16.06660666,32.13321332,2534.653465,Windy,1229.622962,25-09-2016,24.59245925,2.459245925,396.739674,122.9622962,"Concrete 80%, Wood 20%",Truss,Good,-10.3260326,24.59245925,Standing
2461,Region_1,19,Steel,529.7479748,16.07110711,32.14221422,2535.643564,Rainy,1230.123012,26-09-2016,24.60246025,2.460246025,396.819682,123.0123012,"Steel 70%, Concrete 30%",Arch,Good,-10.3180318,24.60246025,Standing
2462,Region_2,21,Concrete,529.9429943,16.07560756,32.15121512,2536.633663,Sunny,1230.623062,27-09-2016,24.61246125,2.461246125,396.89969,123.0623062,"Concrete 80%, Wood 20%",Beam,Good,-10.310031,24.61246125,Standing
2463,Region_3,16,Wood,530.1380138,16.08010801,32.16021602,2537.623762,Snowy,1231.123112,28-09-2016,24.62246225,2.462246225,396.979698,123.1123112,"Concrete 80%, Wood 20%",Truss,Good,-10.3020302,24.62246225,Standing
2464,Region_4,6,Steel,530.3330333,16.08460846,32.16921692,2538.613861,Cloudy,1231.623162,29-09-2016,24.63246325,2.463246325,397.059706,123.1623162,"Steel 70%, Concrete 30%",Arch,Good,-10.2940294,24.63246325,Standing
2465,Region_5,39,Concrete,530.5280528,16.08910891,32.17821782,2539.60396,Windy,1232.123212,30-09-2016,24.64246425,2.464246425,397.139714,123.2123212,"Concrete 80%, Wood 20%",Beam,Good,-10.2860286,24.64246425,Standing
2466,Region_1,4,Wood,530.7230723,16.09360936,32.18721872,2540.594059,Rainy,1232.623262,01-10-2016,24.65246525,2.465246525,397.219722,123.2623262,"Concrete 80%, Wood 20%",Truss,Good,-10.2780278,24.65246525,Standing
2467,Region_2,3,Steel,530.9180918,16.09810981,32.19621962,2541.584158,Sunny,1233.123312,02-10-2016,24.66246625,2.466246625,397.29973,123.3123312,"Steel 70%, Concrete 30%",Arch,Good,-10.270027,24.66246625,Standing
2468,Region_3,40,Concrete,531.1131113,16.10261026,32.20522052,2542.574257,Snowy,1233.623362,03-10-2016,24.67246725,2.467246725,397.379738,123.3623362,"Concrete 80%, Wood 20%",Beam,Good,-10.2620262,24.67246725,Standing
2469,Region_4,39,Wood,531.3081308,16.10711071,32.21422142,2543.564356,Cloudy,1234.123412,04-10-2016,24.68246825,2.468246825,397.459746,123.4123412,"Concrete 80%, Wood 20%",Truss,Good,-10.2540254,24.68246825,Standing
2470,Region_5,12,Steel,531.5031503,16.11161116,32.22322232,2544.554455,Windy,1234.623462,05-10-2016,24.69246925,2.469246925,397.539754,123.4623462,"Steel 70%, Concrete 30%",Arch,Good,-10.2460246,24.69246925,Standing
2471,Region_1,37,Concrete,531.6981698,16.11611161,32.23222322,2545.544554,Rainy,1235.123512,06-10-2016,24.70247025,2.470247025,397.619762,123.5123512,"Concrete 80%, Wood 20%",Beam,Good,-10.2380238,24.70247025,Standing
2472,Region_2,25,Wood,531.8931893,16.12061206,32.24122412,2546.534653,Sunny,1235.623562,07-10-2016,24.71247125,2.471247125,397.69977,123.5623562,"Concrete 80%, Wood 20%",Truss,Good,-10.230023,24.71247125,Standing
2473,Region_3,22,Steel,532.0882088,16.12511251,32.25022502,2547.524752,Snowy,1236.123612,08-10-2016,24.72247225,2.472247225,397.779778,123.6123612,"Steel 70%, Concrete 30%",Arch,Good,-10.2220222,24.72247225,Standing
2474,Region_4,42,Concrete,532.2832283,16.12961296,32.25922592,2548.514851,Cloudy,1236.623662,09-10-2016,24.73247325,2.473247325,397.859786,123.6623662,"Concrete 80%, Wood 20%",Beam,Good,-10.2140214,24.73247325,Standing
2475,Region_5,19,Wood,532.4782478,16.13411341,32.26822682,2549.50495,Windy,1237.123712,10-10-2016,24.74247425,2.474247425,397.939794,123.7123712,"Concrete 80%, Wood 20%",Truss,Good,-10.2060206,24.74247425,Standing
2476,Region_1,30,Steel,532.6732673,16.13861386,32.27722772,2550.49505,Rainy,1237.623762,11-10-2016,24.75247525,2.475247525,398.019802,123.7623762,"Steel 70%, Concrete 30%",Arch,Good,-10.1980198,24.75247525,Standing
2477,Region_2,20,Concrete,532.8682868,16.14311431,32.28622862,2551.485149,Sunny,1238.123812,12-10-2016,24.76247625,2.476247625,398.09981,123.8123812,"Concrete 80%, Wood 20%",Beam,Good,-10.190019,24.76247625,Standing
2478,Region_3,24,Wood,533.0633063,16.14761476,32.29522952,2552.475248,Snowy,1238.623862,13-10-2016,24.77247725,2.477247725,398.179818,123.8623862,"Concrete 80%, Wood 20%",Truss,Good,-10.1820182,24.77247725,Standing
2479,Region_4,41,Steel,533.2583258,16.15211521,32.30423042,2553.465347,Cloudy,1239.123912,14-10-2016,24.78247825,2.478247825,398.259826,123.9123912,"Steel 70%, Concrete 30%",Arch,Good,-10.1740174,24.78247825,Standing
2480,Region_5,10,Concrete,533.4533453,16.15661566,32.31323132,2554.455446,Windy,1239.623962,15-10-2016,24.79247925,2.479247925,398.339834,123.9623962,"Concrete 80%, Wood 20%",Beam,Good,-10.1660166,24.79247925,Standing
2481,Region_1,32,Wood,533.6483648,16.16111611,32.32223222,2555.445545,Rainy,1240.124012,16-10-2016,24.80248025,2.480248025,398.419842,124.0124012,"Concrete 80%, Wood 20%",Truss,Good,-10.1580158,24.80248025,Standing
2482,Region_2,1,Steel,533.8433843,16.16561656,32.33123312,2556.435644,Sunny,1240.624062,17-10-2016,24.81248125,2.481248125,398.49985,124.0624062,"Steel 70%, Concrete 30%",Arch,Good,-10.150015,24.81248125,Standing
2483,Region_3,8,Concrete,534.0384038,16.17011701,32.34023402,2557.425743,Snowy,1241.124112,18-10-2016,24.82248225,2.482248225,398.579858,124.1124112,"Concrete 80%, Wood 20%",Beam,Good,-10.1420142,24.82248225,Standing
2484,Region_4,7,Wood,534.2334233,16.17461746,32.34923492,2558.415842,Cloudy,1241.624162,19-10-2016,24.83248325,2.483248325,398.659866,124.1624162,"Concrete 80%, Wood 20%",Truss,Good,-10.1340134,24.83248325,Standing
2485,Region_5,46,Steel,534.4284428,16.17911791,32.35823582,2559.405941,Windy,1242.124212,20-10-2016,24.84248425,2.484248425,398.739874,124.2124212,"Steel 70%, Concrete 30%",Arch,Good,-10.1260126,24.84248425,Standing
2486,Region_1,42,Concrete,534.6234623,16.18361836,32.36723672,2560.39604,Rainy,1242.624262,21-10-2016,24.85248525,2.485248525,398.819882,124.2624262,"Concrete 80%, Wood 20%",Beam,Good,-10.1180118,24.85248525,Standing
2487,Region_2,26,Wood,534.8184818,16.18811881,32.37623762,2561.386139,Sunny,1243.124312,22-10-2016,24.86248625,2.486248625,398.89989,124.3124312,"Concrete 80%, Wood 20%",Truss,Good,-10.110011,24.86248625,Standing
2488,Region_3,42,Steel,535.0135014,16.19261926,32.38523852,2562.376238,Snowy,1243.624362,23-10-2016,24.87248725,2.487248725,398.979898,124.3624362,"Steel 70%, Concrete 30%",Arch,Good,-10.1020102,24.87248725,Standing
2489,Region_4,25,Concrete,535.2085209,16.19711971,32.39423942,2563.366337,Cloudy,1244.124412,24-10-2016,24.88248825,2.488248825,399.059906,124.4124412,"Concrete 80%, Wood 20%",Beam,Good,-10.0940094,24.88248825,Standing
2490,Region_5,48,Wood,535.4035404,16.20162016,32.40324032,2564.356436,Windy,1244.624462,25-10-2016,24.89248925,2.489248925,399.139914,124.4624462,"Concrete 80%, Wood 20%",Truss,Good,-10.0860086,24.89248925,Standing
2491,Region_1,12,Steel,535.5985599,16.20612061,32.41224122,2565.346535,Rainy,1245.124512,26-10-2016,24.90249025,2.490249025,399.219922,124.5124512,"Steel 70%, Concrete 30%",Arch,Good,-10.0780078,24.90249025,Standing
2492,Region_2,6,Concrete,535.7935794,16.21062106,32.42124212,2566.336634,Sunny,1245.624562,27-10-2016,24.91249125,2.491249125,399.29993,124.5624562,"Concrete 80%, Wood 20%",Beam,Good,-10.070007,24.91249125,Standing
2493,Region_3,31,Wood,535.9885989,16.21512151,32.43024302,2567.326733,Snowy,1246.124612,28-10-2016,24.92249225,2.492249225,399.379938,124.6124612,"Concrete 80%, Wood 20%",Truss,Good,-10.0620062,24.92249225,Standing
2494,Region_4,19,Steel,536.1836184,16.21962196,32.43924392,2568.316832,Cloudy,1246.624662,29-10-2016,24.93249325,2.493249325,399.459946,124.6624662,"Steel 70%, Concrete 30%",Arch,Good,-10.0540054,24.93249325,Standing
2495,Region_5,5,Concrete,536.3786379,16.22412241,32.44824482,2569.306931,Windy,1247.124712,30-10-2016,24.94249425,2.494249425,399.539954,124.7124712,"Concrete 80%, Wood 20%",Beam,Good,-10.0460046,24.94249425,Standing
2496,Region_1,16,Wood,536.5736574,16.22862286,32.45724572,2570.29703,Rainy,1247.624762,31-10-2016,24.95249525,2.495249525,399.619962,124.7624762,"Concrete 80%, Wood 20%",Truss,Good,-10.0380038,24.95249525,Standing
2497,Region_2,2,Steel,536.7686769,16.23312331,32.46624662,2571.287129,Sunny,1248.124812,01-11-2016,24.96249625,2.496249625,399.69997,124.8124812,"Steel 70%, Concrete 30%",Arch,Good,-10.030003,24.96249625,Standing
2498,Region_3,43,Concrete,536.9636964,16.23762376,32.47524752,2572.277228,Snowy,1248.624862,02-11-2016,24.97249725,2.497249725,399.779978,124.8624862,"Concrete 80%, Wood 20%",Beam,Good,-10.0220022,24.97249725,Standing
2499,Region_4,39,Wood,537.1587159,16.24212421,32.48424842,2573.267327,Cloudy,1249.124912,03-11-2016,24.98249825,2.498249825,399.859986,124.9124912,"Concrete 80%, Wood 20%",Truss,Good,-10.0140014,24.98249825,Standing
2500,Region_5,34,Steel,537.3537354,16.24662466,32.49324932,2574.257426,Windy,1249.624962,04-11-2016,24.99249925,2.499249925,399.939994,124.9624962,"Steel 70%, Concrete 30%",Arch,Good,-10.0060006,24.99249925,Standing
2501,Region_1,3,Concrete,537.5487549,16.25112511,32.50225023,2575.247525,Rainy,1250.125013,05-11-2016,25.00250025,2.500250025,400.020002,125.0125013,"Concrete 80%, Wood 20%",Beam,Good,-9.9979998,25.00250025,Standing
2502,Region_2,41,Wood,537.7437744,16.25562556,32.51125113,2576.237624,Sunny,1250.625063,06-11-2016,25.01250125,2.501250125,400.10001,125.0625063,"Concrete 80%, Wood 20%",Truss,Good,-9.989999,25.01250125,Standing
2503,Region_3,19,Steel,537.9387939,16.26012601,32.52025203,2577.227723,Snowy,1251.125113,07-11-2016,25.02250225,2.502250225,400.180018,125.1125113,"Steel 70%, Concrete 30%",Arch,Good,-9.9819982,25.02250225,Standing
2504,Region_4,40,Concrete,538.1338134,16.26462646,32.52925293,2578.217822,Cloudy,1251.625163,08-11-2016,25.03250325,2.503250325,400.260026,125.1625163,"Concrete 80%, Wood 20%",Beam,Good,-9.9739974,25.03250325,Standing
2505,Region_5,26,Wood,538.3288329,16.26912691,32.53825383,2579.207921,Windy,1252.125213,09-11-2016,25.04250425,2.504250425,400.340034,125.2125213,"Concrete 80%, Wood 20%",Truss,Good,-9.9659966,25.04250425,Standing
2506,Region_1,27,Steel,538.5238524,16.27362736,32.54725473,2580.19802,Rainy,1252.625263,10-11-2016,25.05250525,2.505250525,400.420042,125.2625263,"Steel 70%, Concrete 30%",Arch,Good,-9.9579958,25.05250525,Standing
2507,Region_2,4,Concrete,538.7188719,16.27812781,32.55625563,2581.188119,Sunny,1253.125313,11-11-2016,25.06250625,2.506250625,400.50005,125.3125313,"Concrete 80%, Wood 20%",Beam,Good,-9.949994999,25.06250625,Standing
2508,Region_3,19,Wood,538.9138914,16.28262826,32.56525653,2582.178218,Snowy,1253.625363,12-11-2016,25.07250725,2.507250725,400.580058,125.3625363,"Concrete 80%, Wood 20%",Truss,Good,-9.941994199,25.07250725,Standing
2509,Region_4,10,Steel,539.1089109,16.28712871,32.57425743,2583.168317,Cloudy,1254.125413,13-11-2016,25.08250825,2.508250825,400.660066,125.4125413,"Steel 70%, Concrete 30%",Arch,Good,-9.933993399,25.08250825,Standing
2510,Region_5,11,Concrete,539.3039304,16.29162916,32.58325833,2584.158416,Windy,1254.625463,14-11-2016,25.09250925,2.509250925,400.740074,125.4625463,"Concrete 80%, Wood 20%",Beam,Good,-9.925992599,25.09250925,Standing
